"","Openness","Conscientiousness","Extraversion","Agreeableness","Neuroticism","BMissing","CMissing","Attrition","Age","Gender","Education"
"3653",2.5,3.25,3.75,4,2.5,1,1,1,65,0,0
"3654",3.5,4.75,3.5,3.5,1,0,0,0,65,1,0
"3655",3.25,4.5,3.5,5,2,0,0,0,65,1,1
"3656",3,4.25,1.25,4.25,1.5,0,0,0,65,1,1
"3657",5,2.75,2.75,4.5,1,0,0,0,65,1,1
"3658",2.25,4.75,1.5,4,4.5,0,0,0,65,1,0
"3659",2.5,4,4.5,3.75,1.25,0,0,0,65,0,0
"3660",3.75,3.5,4,3.75,2,0,0,0,65,1,1
"3661",4,3.75,4.25,3.75,2.25,0,0,0,65,0,1
"3662",3,4.5,3.75,4.25,2.75,0,0,0,65,1,0
"3663",4.5,3,2.75,4.5,2.25,0,0,0,65,1,0
"3664",4,4.75,4.5,3.25,4.25,0,0,0,65,0,0
"3665",3.25,5,3,4.75,1,0,0,0,65,1,1
"3666",3,5,2.5,4,1,0,0,0,65,1,1
"3667",3.25,3,2,3.5,2,0,0,0,65,0,1
"3668",2.75,5,4.5,4,3.5,0,0,0,65,1,0
"3669",2.25,4,3.75,4.75,1,0,1,0,65,1,0
"3670",4.25,3,3,3,3,0,0,0,65,0,1
"3671",3.75,4.75,3.5,4.25,3,0,0,0,65,1,1
"3672",3.25,4.25,2.25,3.5,2.75,0,1,0,65,0,0
"3673",3.25,4.25,4,4.5,1,0,0,0,65,1,0
"3674",3.25,3.5,2.75,3.25,2.75,0,0,0,65,0,0
"3675",3.5,3.75,4,4,3,0,1,0,65,0,1
"3676",3.75,2.75,3.25,4.25,2,1,1,1,65,1,1
"3677",2.25,3.75,2,4,1.5,1,1,1,65,1,0
"3678",4.25,4.25,3.75,4.5,2,0,0,0,65,1,1
"3679",4,4,4.5,4.5,2,0,0,0,65,0,1
"3680",2.5,3.75,1.75,3,2.75,0,0,0,65,0,0
"3681",1.5,3.75,1.75,2.25,4,1,0,0,65,0,0
"3682",2.25,4,3.75,3.75,2,0,0,0,65,0,0
"3683",4.5,2.5,1.75,4,3.25,0,1,0,65,1,1
"3684",5,2.5,3.25,5,4.75,1,0,0,65,1,1
"3685",4,4,4.25,3,3.25,0,0,0,65,0,0
"3686",4,5,4.5,4.5,1.25,0,0,0,65,0,1
"3687",4.75,4,2.25,3.5,3,0,0,0,65,1,1
"3688",4,3.75,2.25,3.25,2.25,0,0,0,65,1,1
"3689",3,5,4.5,5,2,0,0,0,65,1,1
"3690",3.5,4.25,2,4,3.5,0,0,0,65,1,0
"3691",3.5,4.25,2.5,4.5,3.5,0,0,0,65,1,1
"3692",4,5,5,3.5,1.25,0,0,0,65,0,0
"3693",2.5,3.75,3.75,4.75,3.5,0,1,0,65,1,1
"3694",3,4,3.25,3.25,3,0,0,0,65,0,0
"3695",2.5,3.75,2.75,3,1.25,0,0,0,65,1,0
"3696",3.25,3.25,2.75,4,3.5,0,0,0,65,1,1
"3697",5,3,2.75,3.25,2.25,0,1,0,65,0,1
"3698",2.75,3.75,2.75,3.5,3,0,0,0,65,1,0
"3699",4.25,5,3,4.75,1.5,0,0,0,65,1,0
"3700",2,4.25,3,4.5,2.5,0,0,0,65,0,1
"3701",4,4,2,2.75,3.5,0,0,0,65,0,0
"3702",2.5,3.75,1.25,3,2,1,1,1,65,0,0
"3703",3.5,3,1,3.5,1.75,1,1,1,65,1,0
"3704",2.75,3.75,3.75,4.25,1.5,0,0,0,65,1,0
"3705",2.75,4.5,2.75,3,3.75,0,0,0,65,1,0
"3706",2.75,3.75,2,4.25,3.25,0,0,0,65,1,0
"3707",2.25,5,2,3,2.5,0,0,0,65,1,1
"3708",3.5,4.75,3,4.5,2.5,0,0,0,65,1,0
"3709",1.25,4.5,3.5,3.25,3.5,0,0,0,65,1,0
"3710",4.5,4.5,3.75,4.75,2.5,0,0,0,65,1,1
"3711",3,4.75,3.75,3.75,3,0,0,0,65,0,0
"3712",3.25,3.25,4,4,2.5,0,0,0,65,1,1
"3713",2.75,4,3.5,4.75,1.25,0,0,0,65,0,1
"3714",2.25,5,3.25,3.25,2,1,1,1,65,1,0
"3715",3,5,5,5,2,0,0,0,65,1,0
"3716",3.5,2.75,4,4,1.75,0,0,0,65,1,1
"3717",3.75,3.5,1.75,3.25,1.75,0,1,0,65,1,1
"3718",3,3.5,3,3.5,3.25,1,1,1,65,0,0
"3719",2,4.75,2.5,4.5,3.5,0,1,0,65,1,0
"3720",3.5,4.25,3.5,3.25,2,1,0,0,65,0,1
"3721",4,3.25,3.25,3,2,0,0,0,65,0,0
"3722",3,4,3,4,1.75,0,0,0,65,1,0
"3723",4.5,4.75,2.25,4.5,3.5,0,0,0,65,0,1
"3724",2.25,5,2.75,3.75,2,0,0,0,65,1,1
"3725",3.25,4.5,4.5,4.5,1.5,0,0,0,65,1,0
"3726",3.75,4.5,3.5,3.75,1.25,0,0,0,65,1,0
"3727",3.5,4.5,3,3.75,1,0,0,0,65,0,1
"3728",3.25,5,4.5,3.75,2.75,0,0,0,65,0,0
"3729",3.25,4.25,3.25,3.5,1.75,0,0,0,65,0,1
"3730",4.25,4.75,4.75,4.75,2.25,0,0,0,65,1,0
"3731",4,3.5,4.25,4.25,2.25,0,0,0,65,0,0
"3732",3.5,4.5,2.75,4,1.25,0,1,0,65,0,1
"3733",3.25,5,1,3.5,2.25,0,0,0,65,1,0
"3734",3.75,5,4.5,4.75,1.75,0,1,0,65,1,0
"3735",4.5,4,4.25,4.5,1.5,0,0,0,65,1,0
"3736",3,5,3.25,5,2.25,0,1,0,65,1,0
"3737",4.25,3.5,3,4.5,1.5,0,1,0,65,0,1
"3738",4.25,3.25,2.25,4.75,2.25,0,0,0,65,1,1
"3739",3.25,3.25,3.25,3.25,1.5,0,0,0,65,1,1
"3740",3.75,3.25,1.75,4,3,0,0,0,65,1,0
"3741",2.5,5,2.75,2.5,1.75,1,0,0,65,1,0
"3742",3.25,3.5,2.75,3.5,1.75,1,1,1,65,1,1
"3743",2.75,4.5,4,2.75,1.75,0,0,0,65,0,0
"3744",4,4.75,4,4.75,1,1,0,0,65,1,1
"3745",4,4.75,4.5,3.5,3.5,0,1,0,65,1,0
"3746",4,3.5,3.5,3.25,2.5,0,1,0,65,1,1
"3747",3,3.25,3,3,1.75,0,1,0,65,0,0
"3748",2,2.75,1.75,2.5,3.25,1,0,0,65,0,0
"3749",3.75,4,4.5,4,2,0,1,0,65,1,0
"3750",3.25,4.75,3,3,1,1,0,0,65,0,0
"3751",4.25,3.5,3.75,3.75,2.75,0,0,0,65,1,1
"3752",3.75,4.25,4.75,4.75,2.75,1,0,0,65,0,0
"3753",3,4.5,2.75,3,3.5,0,0,0,65,1,0
"3754",2.75,3.5,2.5,2.75,2.5,0,0,0,65,0,0
"3755",3,3.5,2.75,2.75,2.75,1,1,1,65,0,0
"3756",3.25,4.25,2.25,3.25,2.25,1,1,1,65,0,0
"3757",3.75,4.5,3.25,2.75,1.25,0,1,0,65,0,0
"3758",4,4.5,3,4.5,1.5,1,1,1,65,1,0
"3759",4.75,4.75,3.25,4,1,0,0,0,65,0,1
"3760",3.5,5,3.25,5,3,0,0,0,65,1,1
"3761",4,4.5,4.5,5,3.25,0,0,0,65,1,0
"3762",4.5,2.75,4,4.5,2.25,0,0,0,65,0,0
"3763",3,4.25,3.5,3.75,3.5,0,1,0,65,1,0
"3764",3,5,3.5,4.75,1,1,1,1,65,0,0
"3765",5,2.25,2.5,3.5,2.25,0,0,0,65,0,0
"3766",4.25,3.75,2.75,3,4,0,0,0,65,1,1
"3767",4.5,2.25,4.75,5,2,0,0,0,65,0,1
"3768",3.25,4.75,4,3.25,4.75,0,0,0,65,0,0
"3769",2.5,3,3.25,2.75,2.75,0,0,0,65,0,0
"3770",4,4.75,2,4,1,0,0,0,65,0,0
"3771",3,3.75,3.5,3.75,2,0,1,0,65,0,0
"3772",4,3.75,2.5,4,2.5,0,0,0,65,0,0
"3773",3.5,3.75,4.5,4.75,2,0,0,0,65,0,0
"3774",2.5,3,1.25,2,1.75,0,0,0,65,0,0
"3775",3.5,3.25,2.5,3,2,0,0,0,65,0,1
"3776",2.75,4,3,3,1.75,1,0,0,65,0,0
"3777",3.5,4.75,5,4.25,2.25,0,1,0,65,1,1
"3778",2.5,4.5,2.75,4,3,1,1,1,65,0,0
"3779",3.25,4.75,3.5,4.25,1.25,0,0,0,65,1,1
"3780",4.5,5,3.5,3.5,1,0,0,0,65,0,0
"3781",3.75,4.75,4,4.25,2.75,1,0,0,65,1,0
"3782",3.25,3.5,3.75,2.5,2,0,0,0,65,0,0
"3783",3.5,5,3.25,3.75,1.25,1,1,1,65,1,0
"3784",3,4.75,4,4.75,2.5,0,0,0,65,1,0
"3785",4.25,4.25,4,4,2,0,1,0,65,1,0
"3786",3,5,3.25,3.75,3.25,0,0,0,65,1,0
"3787",2.5,4.75,2.75,4.5,3,1,1,1,65,1,1
"3788",3,4,3.25,2.25,2.75,0,0,0,65,1,0
"3789",3.75,3.75,4.5,3.75,2.25,1,0,0,65,0,0
"3790",3.25,4.25,3.5,4.5,2.75,0,0,0,65,1,0
"3791",3.5,3.75,2.5,2.75,3,0,0,0,65,0,0
"3792",4.25,5,5,4.25,1,0,0,0,65,1,1
"3793",4,3.25,4.5,4,2.75,0,1,0,65,1,1
"3794",4,4.25,2,4,2.75,0,0,0,65,1,0
"3795",2.5,3.75,3,3.75,2.5,0,0,0,65,0,0
"3796",2.5,3.75,2.25,3,2.5,0,0,0,65,0,0
"3797",3.75,4.75,3.75,4.75,1.75,1,1,1,65,1,1
"3798",3.25,4,3.25,3.75,3,0,0,0,65,0,0
"3799",4.25,4.5,2,4,3.75,0,1,0,65,1,1
"3800",3.25,3.75,3,3.25,1.25,0,0,0,65,1,1
"3801",3,2.75,4.75,3.25,2.5,0,0,0,65,1,0
"3802",3.5,2.75,3.5,3.5,2.75,0,0,0,65,1,0
"3803",4.25,3,4.25,4.75,2,0,0,0,65,1,1
"3804",4,4.25,3,4.25,2,0,0,0,65,1,0
"3805",2.25,4,3.5,3,3,0,0,0,65,1,0
"3806",3,3.5,3,4.75,1.75,0,0,0,65,0,0
"3807",5,3.75,5,4.25,1.25,1,1,1,65,1,0
"3808",4.5,4.5,2.5,3.25,2.25,0,0,0,65,0,0
"3809",4.25,3.25,3.25,3.75,2.5,0,1,0,65,1,1
"3810",3,3.75,3,3.25,2,0,0,0,65,0,1
"3811",2.25,3.75,3.75,3.75,1.75,0,0,0,65,1,1
"3812",5,5,3,4.75,1.75,0,0,0,65,0,0
"3813",3.5,4.5,1.75,3.75,2.5,0,0,0,65,1,1
"3814",4,4,3,4.5,2.25,0,0,0,65,1,0
"3815",4.25,3.5,5,4.5,2.75,0,0,0,65,0,1
"3816",3.25,4.25,2.5,3.75,2,1,1,1,65,1,1
"3817",4,4.25,4.5,4.5,1.5,0,0,0,65,0,0
"3818",2,2.75,4,3.25,2.5,1,1,1,65,1,0
"3819",4.5,2.75,1,4.25,1.5,0,0,0,65,0,0
"3820",2.5,4,1,2.5,3,0,0,0,65,0,0
"3821",3.75,3.5,2.75,3.25,3,0,0,0,65,1,0
"3822",3.5,4.25,3.25,3.5,2.5,0,1,0,65,0,0
"3823",2.5,4.25,2.5,3.75,3,0,0,0,65,0,1
"3824",4.25,5,3.5,4.5,1.25,0,0,0,65,1,1
"3825",3,4.5,3.25,2.5,2.25,0,0,0,65,0,1
"3826",4.5,2,3.75,4.5,1.25,0,0,0,65,1,1
"3827",3.25,4.25,3,4.75,4.25,0,0,0,65,1,1
"3828",3.75,4.25,3.75,3.75,1.25,0,0,0,65,1,0
"3829",3,3.25,3.25,3.25,3.25,0,1,0,65,0,0
"3830",4,5,3.75,4.25,1.5,0,0,0,65,1,1
"3831",3,4,4.5,4.5,1.25,0,0,0,65,0,1
"3832",3.5,4.25,3.5,4.25,2.75,0,0,0,65,1,0
"3833",3.5,2,1.5,3,1.75,0,0,0,65,1,1
"3834",4.25,4,4.25,4,2.25,0,0,0,65,0,0
"3835",1.75,5,2.25,4,2.25,0,0,0,65,1,1
"3836",3.75,4.75,4,4.75,1,0,0,0,65,1,0
"3837",3.25,3.75,2.25,4.75,1.25,0,0,0,65,1,1
"3838",3.5,5,3,4.5,2,0,0,0,65,1,1
"3839",3.5,5,4.5,5,2,0,0,0,65,1,0
"3840",4,3.25,3.75,3.5,4,0,0,0,65,0,0
"3841",3.5,4.5,3.5,5,1.5,0,0,0,65,1,1
"3842",4.75,4.75,4.25,5,1,0,0,0,65,0,1
"3843",3.5,3.5,2.75,3.5,2,1,1,1,65,0,1
"3844",4.25,4.25,3.5,4.5,2,0,0,0,65,1,1
"3845",2.75,4.5,2.75,3.75,1.5,1,1,1,65,0,0
"3846",3,4.25,4.5,3.5,1,0,0,0,65,0,0
"3847",2.75,4.25,2.5,2.5,3.25,0,0,0,65,0,0
"3848",2.5,4.5,2.75,3,3.5,0,1,0,65,0,0
"3849",2.75,5,3.75,5,1.5,0,1,0,65,1,0
"3850",3.75,2.25,2.5,3.75,2.75,0,0,0,65,1,0
"3851",4.5,4.5,3,3.5,2,0,0,0,65,0,1
"3852",3.75,4,3,3.5,2.25,0,0,0,65,0,1
"3853",3.75,4.25,4.25,3.75,3.5,0,0,0,65,0,0
"3854",4.25,4.25,2.25,4,2.25,0,0,0,65,1,1
"3855",1.25,4.75,2,2.75,1.5,0,1,0,65,0,0
"3856",3.75,5,2.75,4.75,1.5,1,0,0,65,1,0
"3857",4.25,4,3.25,3.5,2.75,1,0,0,65,0,1
"3858",4,4,3.25,3.75,2.5,0,0,0,65,1,1
"3859",4.25,3.75,3,4,2.75,0,0,0,65,0,1
"3860",1.75,3.75,3,4,1,0,0,0,65,1,0
"3861",4,4.25,3.75,4.25,2.25,0,1,0,65,0,0
"3862",3.5,5,3.75,3.5,2.75,0,1,0,65,1,0
"3863",4.25,5,4,3.25,2,0,0,0,65,0,1
"3864",3.5,4.5,3,4.25,3.25,0,0,0,65,0,0
"3865",3,4.75,2,3.75,2.5,0,0,0,65,1,1
"3866",5,5,2.75,3.75,3,0,0,0,65,0,1
"3867",4,5,3.5,4.75,1.5,0,0,0,65,1,1
"3868",3,3.75,2.75,3.5,2.5,0,0,0,65,0,0
"3869",3.75,4,3.25,4,3.25,0,0,0,65,0,1
"3870",3.75,4.5,4.25,3.75,1.25,0,0,0,65,0,0
"3871",2.5,4.25,2.5,3.5,3.5,1,0,0,65,1,0
"3872",3.75,4.5,3.5,4.25,1.75,0,0,0,65,0,1
"3873",2.75,3.5,3.25,4.25,3,0,1,0,65,1,0
"3874",3.5,3.75,2.25,3.75,3.5,0,0,0,65,1,0
"3875",4.75,4.5,3,4.75,3.5,0,0,0,65,0,1
"3876",4.75,4.5,3.75,4.75,1.25,1,1,1,65,1,0
"3877",4,4.75,4.75,4.25,2,0,1,0,65,0,0
"3878",2.25,4.75,3,4,2.75,0,0,0,65,0,0
"3879",4.5,4.25,5,5,2.75,0,0,0,65,1,0
"3880",4,2.5,1.75,3,4,0,0,0,65,0,0
"3881",2.75,4.5,2.25,3.5,2,0,1,0,65,1,0
"3882",4,4,4.75,5,2.5,0,0,0,65,1,1
"3883",4,5,4.5,5,3.5,0,0,0,65,1,1
"3884",4.25,4,4,4.25,2.25,1,0,0,65,1,1
"3885",2.75,2.75,2.25,3,3.25,0,1,0,65,1,1
"3886",2,3.25,3,2,2,0,0,0,65,0,0
"3887",3,4,1.75,4.5,3,0,1,0,65,1,1
"3888",3.75,4.25,3.5,4.5,2.5,1,0,0,65,1,1
"3889",3,4,2.25,2.25,1.25,0,0,0,65,0,0
"3890",2.5,2.75,2.25,3.75,1.75,0,0,0,65,0,1
"3891",3,5,4.75,4,2.75,0,0,0,65,0,0
"3892",2.5,3.25,2.5,3.25,3,0,1,0,65,1,0
"3893",3.5,4.75,3.25,4.5,2.75,0,1,0,65,1,0
"3894",2.5,4.5,4.75,2.75,2.5,0,0,0,65,1,0
"3895",3.25,4.25,3.25,4,1.5,1,1,1,65,0,1
"3896",2.25,3.75,3.25,4,3,0,1,0,65,1,1
"3897",2.25,4.25,3.5,4.25,1.25,0,1,0,65,1,1
"3898",3,3.75,2.75,3.75,1.25,0,0,0,65,0,1
"3899",3,4.5,2,3.75,2.25,0,0,0,65,1,0
"3900",1.5,3,1,2.25,2.5,0,0,0,65,0,0
"3901",3,3.75,3,3.25,1,1,1,1,65,0,0
"3902",4.25,4.25,4.75,4.5,1.5,0,0,0,65,0,0
"3903",4,3.5,2.5,4.25,2.5,0,0,0,65,1,1
"3904",1.75,4.75,4.5,3,1,0,0,0,65,0,0
"3905",2.75,3,4,3.5,1.5,0,1,0,65,0,1
"3906",4.75,3.75,3,4.75,2.25,0,0,0,65,0,1
"3907",4,3.75,4.75,4.5,1.75,1,1,1,65,1,1
"3908",1.75,5,2.75,4.5,2.75,0,0,0,65,1,0
"3909",2.5,3,3.75,4.5,1.75,0,0,0,65,0,0
"3910",2.5,3.75,2.75,3.75,3.25,0,0,0,65,0,1
"3911",3,4.5,3,5,2.75,0,0,0,65,1,1
"3912",3.25,3.5,4,3.75,3,1,0,0,65,0,0
"3913",1.5,2,2.5,3.5,1.25,0,0,0,65,1,0
"3914",2.5,4.25,4,4.5,3.25,0,0,0,65,1,0
"3915",3.5,4,3.75,4.75,2.25,0,0,0,65,1,1
"3916",3.75,5,3.75,5,1.75,0,0,0,65,1,0
"3917",3.25,3,2.75,4.25,2,0,0,0,65,0,1
"3918",3.75,3.5,2.25,4.25,2.75,0,0,0,65,1,1
"3919",2.5,4.25,4.25,3.5,1.5,0,1,0,65,0,0
"3920",3.25,4.25,2.25,3.5,1.25,0,0,0,65,1,0
"3921",3.5,4.5,3.5,4.25,1.75,0,0,0,65,1,0
"3922",4.25,5,3.25,4.5,2.5,0,0,0,65,1,1
"3923",3,4.5,3,3.75,2,1,1,1,65,1,0
"3924",4.25,4.75,3.5,4.25,2,1,0,0,65,0,0
"3925",2.75,4.5,3.25,4.5,2.5,0,0,0,65,1,0
"3926",3.25,4.75,2.75,3.75,1.5,0,0,0,65,0,0
"3927",3.5,3.75,2.75,4.25,3.75,0,0,0,65,1,1
"3928",3.5,3.75,2.5,3.5,2.75,1,0,0,65,0,1
"3929",1.5,4,1.75,3,1.25,0,0,0,65,0,0
"3930",3.5,4,3.5,2.75,1.5,0,0,0,65,1,0
"3931",2.75,4,2.75,3.25,2.25,0,0,0,65,1,1
"3932",2.25,4,2.75,3.5,5,1,1,1,65,0,0
"3933",3.25,2.75,2.75,3.5,2.75,0,1,0,65,1,0
"3934",3.5,3.5,3.25,3.5,2,0,0,0,65,1,0
"3935",3,4,3.75,3.5,1.25,0,0,0,65,0,0
"3936",5,2.5,3,5,3.25,0,0,0,65,1,1
"3937",4,4,3,3.5,2.25,0,1,0,65,1,1
"3938",3.5,4.5,3.5,4.75,2.5,1,0,0,65,1,0
"3939",4.25,3.5,3.25,4.75,2.75,0,0,0,65,1,1
"3940",3.75,4.5,2.75,3.25,1,0,0,0,65,0,0
"3941",4,5,5,5,2,0,0,0,65,1,0
"3942",3.5,4.5,5,4,1.25,0,0,0,65,1,0
"3943",2.25,4,2.5,5,1.25,0,1,0,65,1,0
"3944",3.5,4.75,2,3.75,1.75,0,0,0,65,1,0
"3945",3.25,4.5,3.75,4.75,3.5,1,0,0,65,1,1
"3946",3.5,4.5,3.75,4.25,1.25,0,0,0,65,1,1
"3947",2,4.25,2.75,3.25,1.25,0,0,0,65,1,0
"3948",3.75,4.25,3.5,3.75,2.25,0,1,0,65,0,1
"3949",3.75,3.75,4.25,4.25,4,0,1,0,65,1,0
"3950",4,3.25,1.5,3.75,2.25,0,0,0,65,0,0
"3951",5,3.5,4,3.75,4.5,0,0,0,65,0,1
"3952",3.25,3.75,2,3.5,3,0,1,0,65,0,0
"3953",5,2,4.25,2.75,1.25,1,1,1,65,0,0
"3954",3,3.75,2.75,5,2.75,0,0,0,65,1,1
"3955",3.5,4.75,4.25,4,1.25,0,0,0,65,0,0
"3956",3.5,5,4,3.25,2.5,0,1,0,65,1,0
"3957",4,3.5,2.25,3,3.25,0,0,0,65,1,1
"3958",2.75,5,3,3.25,2.5,0,0,0,65,1,0
"3959",2.25,4.75,2,3,4,1,1,1,65,0,0
"3960",2.75,3.75,2.5,3,2.75,0,0,0,65,1,1
"3961",4.75,5,4.75,5,1,0,0,0,65,1,1
"3962",4.75,2,4,4.25,2.75,0,0,0,65,0,1
"3963",3,4.25,2.5,3.25,2,0,0,0,65,0,0
"3964",3.25,3.5,4.5,3,1.5,0,0,0,65,1,1
"3965",4,4.25,4.25,4.75,2.5,0,0,0,65,1,0
"3966",3.75,3.75,4,4.5,1.75,0,0,0,65,0,0
"3967",3.25,4.75,2.75,3,2.25,1,1,1,65,1,0
"3968",3,4.5,2.75,3.25,1.75,0,0,0,65,0,0
"3969",4,3.5,3.25,3.5,2.5,0,0,0,65,1,0
"3970",2.75,4.75,4.75,4.5,1,0,0,0,65,0,0
"3971",3.5,4,3,3.75,3,0,0,0,65,0,1
"3972",3.5,4.5,4.5,4.75,2.5,0,0,0,65,0,1
"3973",5,3.5,2.5,5,2.25,0,0,0,65,1,1
"3974",3,4.5,3.25,4.5,1.25,0,0,0,65,1,1
"3975",4.25,4.5,4.25,4.75,2,0,0,0,65,1,0
"3976",3,5,3,3.75,1,0,0,0,65,1,0
"3977",3.75,4.25,3,2.25,3,0,0,0,65,0,0
"3978",3,3.25,4,5,1,0,0,0,65,1,0
"3979",4,5,3.25,4.5,2.75,0,0,0,65,1,0
"3980",3.25,4,2.25,3.25,2.5,0,0,0,65,0,0
"3981",4.25,4.75,2,3.25,1,0,0,0,65,1,1
"3982",4.25,4.75,4.75,4.75,1.25,0,0,0,65,1,1
"3983",3,3,2,3.75,1.25,0,0,0,65,0,0
"3984",3,4,2.75,4.75,4.5,0,0,0,65,0,1
"3985",3,4.25,2.5,3.5,3,0,0,0,65,1,1
"3986",2.75,5,3.75,4.25,2.5,0,0,0,65,1,1
"3987",3.25,4.5,3.25,3.5,1.25,0,0,0,65,0,0
"3988",3.5,5,1.5,4.5,1.75,0,0,0,65,1,0
"3989",2.5,4.5,3.5,4.75,2.25,0,0,0,65,1,0
"3990",3,4.75,3.25,4.25,1.5,0,0,0,65,0,0
"3991",3.5,4.25,2.5,2.5,2.5,0,0,0,65,0,0
"3992",3.5,3,2.75,3.75,1,0,0,0,65,0,0
"3993",4.5,4,4.25,3.75,3,0,0,0,65,1,1
"3994",3.25,4.5,3.5,3,2.75,0,1,0,65,0,0
"3995",3.5,3.5,3,5,1.5,0,0,0,65,0,0
"3996",3.25,4.5,2.75,3.75,1.75,0,0,0,65,0,0
"3997",4.5,3.75,2,4.25,1.5,0,0,0,65,1,1
"3998",1.5,5,3.5,4.5,3,0,0,0,65,1,0
"3999",3.25,5,3.5,3.75,2.5,1,1,1,65,1,0
"4000",4.25,3.25,1.5,2.75,2.75,0,0,0,65,0,1
"4001",3.5,4,2.5,4,2,0,0,0,65,1,1
"4002",3,3.5,3.25,3,3,0,1,0,65,1,0
"4003",3.25,3.75,2.5,3.25,1.75,0,0,0,65,0,1
"4004",2.5,4,1.5,4.5,2.5,0,0,0,65,1,1
"4005",3.25,5,4.75,4.75,2,0,0,0,65,1,1
"4006",3.75,2.25,2,3.5,2.25,0,0,0,65,0,0
"4007",5,3.25,1.25,4.5,3.5,0,0,0,63,1,1
"4008",4,3.5,2.5,4,3,0,0,0,65,0,0
"4009",3,5,3.75,3.25,2,1,1,1,65,1,0
"4010",3.5,4.25,3.5,3.75,1.25,0,0,0,65,1,0
"4011",3,4.25,3.25,3.5,3,0,0,0,65,1,1
"4012",1.75,5,2.25,3.75,4,1,0,0,65,1,0
"4013",4.5,3.75,3,3.75,2,0,0,0,65,1,1
"4014",3.75,5,4.25,4.5,1,1,0,0,65,1,0
"4015",2.75,5,2.75,4.75,3.25,0,0,0,65,1,0
"4016",3.5,4.5,3.25,3.75,2.5,0,1,0,63,1,0
"4017",2.75,5,3.25,4.25,3.25,0,1,0,65,1,1
"4018",4,3.75,3.75,3.5,3.5,0,0,0,65,1,0
"4019",2.75,4.75,2.75,4.25,2,0,1,0,65,1,0
"4020",2.25,2.75,2.75,2.5,2.75,0,0,0,65,1,0
"4021",3,4.25,2.75,4.75,1.5,0,0,0,65,0,0
"4022",4.5,3.5,3.25,4.75,2.25,0,0,0,65,1,1
"4023",3,3.5,3.5,3.5,1.25,0,1,0,65,0,1
"4024",2.75,5,4.25,4.75,1.5,0,0,0,65,1,1
"4025",2.75,4,3.5,3.5,1.5,0,1,0,65,1,0
"4026",2.75,4,3.5,3.75,2.5,0,0,0,65,0,0
"4027",3.25,4.25,3.75,4.75,3,1,1,1,65,1,0
"4028",4.5,4,3.75,4.25,2.75,0,0,0,65,0,1
"4029",3,4.5,2.5,2.5,4,0,0,0,65,0,0
"4030",4,4.75,4,4.75,2.25,0,0,0,65,1,1
"4031",3.5,4.75,2.5,4,2.5,0,0,0,65,0,1
"4032",5,3.5,1,2,3,0,0,0,65,0,1
"4033",1.5,4.75,1,2.75,3,1,1,1,65,1,0
"4034",4.5,4,4.25,4.75,2.5,0,0,0,65,1,1
"4035",4.25,3.75,3,4,2,0,0,0,65,1,1
"4036",1.75,4.75,3,4.75,3.75,0,0,0,65,1,1
"4037",1.5,4.5,2,3.25,1,0,0,0,65,0,0
"4038",3.25,4,2.25,4.25,2,0,0,0,65,1,0
"4039",3.25,4.25,2.5,3,1.75,0,0,0,65,0,0
"4040",3.75,4,2.25,3,2.75,0,0,0,65,0,1
"4041",2.25,4.75,2.5,5,1.5,0,0,0,65,1,0
"4042",2.5,3.75,2.75,3,2.5,0,0,0,65,1,1
"4043",4.75,4.75,5,4.25,2,0,0,0,66,0,1
"4044",2,3.75,4.5,4,2,0,0,0,66,0,0
"4045",4,4.5,3.75,4.5,2,0,1,0,66,1,0
"4046",5,2,5,4.75,3.25,0,0,0,66,0,1
"4047",4.5,4.5,1.75,5,2.75,0,0,0,66,1,1
"4048",3.5,3.5,4.25,4.5,1,0,0,0,66,1,1
"4049",1.5,4.75,2.75,3,2.5,0,0,0,66,1,0
"4050",5,1.5,4.75,5,2.75,0,0,0,66,1,1
"4051",4,3.5,3.25,4.25,2.75,1,0,0,66,1,1
"4052",3.5,5,2.25,4,3,0,0,0,66,1,0
"4053",3.25,4.25,3,2.75,2.25,0,0,0,66,0,0
"4054",2.5,4.25,3,3.5,2.5,0,1,0,66,1,0
"4055",3.25,2.5,2.5,4.25,3,0,1,0,66,0,0
"4056",4.75,4.75,3,4.75,2.75,0,0,0,66,1,1
"4057",3.25,4.25,2,3.25,2,1,1,1,66,0,0
"4058",4.5,3.75,3.75,2.75,1,0,1,0,66,0,1
"4059",3.25,4,3.5,4,2.75,0,0,0,66,1,1
"4060",2.25,4.25,4.25,2.5,1,0,0,0,66,0,0
"4061",3,4,3,3.5,2.5,0,0,0,66,0,0
"4062",2.5,3.25,4,2.75,1.25,1,1,1,66,0,0
"4063",4,5,4.5,4,1.25,0,0,0,66,1,1
"4064",4.5,3.75,4.25,3.75,1.25,0,1,0,66,0,0
"4065",4.25,3,3.25,3,3.5,0,0,0,66,1,0
"4066",4,3,3,3,3,0,0,0,66,0,1
"4067",3,5,1.5,4,2.5,0,0,0,66,1,1
"4068",3,4.5,2.25,3.75,3.25,0,0,0,66,0,0
"4069",4.5,5,4.5,3.75,1.75,0,0,0,66,1,1
"4070",3,3,2.5,3.5,3,1,1,1,66,1,0
"4071",4,4,3.5,4.5,2,1,1,1,66,1,0
"4072",2,3.75,2.75,3.75,2.75,0,0,0,66,1,0
"4073",4.25,4,4.75,4.75,2.5,0,0,0,66,1,1
